PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Kinetic Aqueous Solubility (ug/mL),Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Solubility  >10: Moderate/High Solubility,Numerical value of the observed aqueous solubility.,Annotation/notes on a particular compound's data or its analysis as described in the published paper.
2127,161004075,70789486,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)F,Inactive,1,,,Low,<1,class = 1
2128,161004078,70789554,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C,Inactive,1,,,Low,<1,class = 1
2129,160844073,70701393,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC4=CC=CC=C43,Inactive,1,,,Low,<1,class = 1
2130,160844074,70701406,C1=CC=C2C(=C1)C=CC=C2NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,Inactive,1,,,Low,<1,class = 1
2131,160844075,70701439,C1=CC=C2C(=C1)C=CC=C2N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],Inactive,1,,,Low,<1,class = 1
2132,160844076,70701412,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC4=CC=CC=C4C=C3,Inactive,1,,,Low,<1,class = 1
2133,160844077,70701376,C1=CC=C2C=C(C=CC2=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inactive,1,,,Low,<1,class = 1
2134,160844145,70701468,CNC1=C(N=C(S1)C2=CC=CC3=CC=CC=C32)C#N,Inactive,1,,,Low,<1,class = 1
2135,160844146,70701470,CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C(=O)NC4=CC=CC(=C4)C#N,Inactive,1,,,Low,<1,class = 1
2136,144116991,60167837,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC3(CC3)C4=CC=C(C=C4)C5=CN=CC=C5)F,Inactive,1,,,Low,<1,class = 1
2137,144116994,60167851,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC(C)(C)C3=CC=C(C=C3)C4=CN=CC=C4)F,Inactive,1,,,Low,<1,class = 1
2138,377702097,25236895,C1CC(C1)C(=O)N2CCN(CC2)C/C=C/C3=CC=CC=C3,Inactive,1,,,Low,<1,class = 1
2139,377702150,17425016,CCCC1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)SCC(=O)N3,Inactive,1,,,Low,<1,class = 1
2140,377694538,16360527,COC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2OC(F)F,Inactive,1,,,Low,<1,class = 1
2141,377647900,1520649,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NO2)C3=CC=C(O3)Br,Inactive,1,,,Low,<1,class = 1
2142,377648755,765019,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4CCCCC4,Inactive,1,,,Low,<1,class = 1
2143,377657008,1869540,CCC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)C4=CC=CC=C4F,Inactive,1,,,Low,<1,class = 1
2144,164194504,71741457,C[C@@]12C[C@@H](CC(C1)(C)C)N(C2)S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)Cl)S(=O)(=O)N5CCOCC5,Inactive,1,,,Low,<1,class = 1
2145,164194505,1383822,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inactive,1,,,Low,<1,class = 1
2146,161004082,70789413,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4F,Inactive,1,,,Low,<1,class = 1
2147,160844079,70701437,C1=CC=C2C=C(C=CC2=C1)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],Inactive,1,,,Low,<1,class = 1
2148,160844080,70701368,C1=CC=C2C(=C1)C=C(C=N2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inactive,1,,,Low,<1,class = 1
2149,162010100,71296011,C1=CC=C(C=C1)C2=CC(=NC(=N2)NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4,Inactive,1,,,Low,<1,class = 1
2150,162010101,71295997,C1=CC=C(C=C1)C2=CN=C(N=C2NC3=CC(=C(C=C3)F)F)C4=CC=NC=C4,Inactive,1,,,Low,<1,class = 1
2151,160844081,70701442,C1=CC(=CC=C1NCC2=CC(=C(C=C2)Cl)Cl)[S+](=O)(NC3=NC=CS3)[O-],Inactive,1,,,Low,<1,class = 1
2152,160844084,70701405,C1=CC=C2C(=C1)C=C(C=N2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],Inactive,1,,,Low,<1,class = 1
2153,160844085,70701396,C1=CC=C2C=C(C=CC2=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,Inactive,1,,,Low,<1,class = 1
2154,160844086,70701413,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2155,160844088,70701371,C1=CC=C(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,Inactive,1,,,Low,<1,class = 1
2156,160844089,70701392,C1=CC2=C(C(=C1)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-])N=CC=C2,Inactive,1,,,Low,<1,class = 1
2157,160844090,70701363,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)N=CC=C2,Inactive,1,,,Low,<1,class = 1
2158,161004443,70789681,C1=CC=C(C=C1)C2=CC(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2159,172113111,11230874,CC1=CC(=CC(=C1O)C)/C=C/2\C3=CC=CC=C3NC2=O,Inactive,1,,,Low,<1,class = 1
2160,172113116,72710617,C1C(C12C3=CC=CC=C3NC2=O)C4=CC(=C(C(=C4)Cl)O)Cl,Inactive,1,,,Low,<1,class = 1
2161,172113123,72710611,C1=CC2=C(C(=C1)Cl)/C(=C\C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,Inactive,1,,,Low,<1,class = 1
2162,160844091,70701417,C1=CC=C(C=C1)C2=CC=C(C=C2)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-],Inactive,1,,,Low,<1,class = 1
2163,160844092,70701361,C1=CC=C(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inactive,1,,,Low,<1,class = 1
2164,160844093,70701360,C1=CC=C2C(=C1)C=CC=C2NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O,Inactive,1,,,Low,<1,class = 1
2165,172113125,5713403,C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/C(=O)N2,Inactive,1,,,Low,<1,class = 1
2166,161004093,70789375,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2167,161004094,70789482,CC1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2168,161004104,70789530,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4,Inactive,1,,,Low,<1,class = 1
2169,161004109,2147590,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Inactive,1,,,Low,<1,class = 1
2170,161004113,70789441,C1=CC(=CC=C1C#N)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)Cl,Inactive,1,,,Low,<1,class = 1
2171,161004114,1106557,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Inactive,1,,,Low,<1,class = 1
2172,160844102,70701415,C1=CC(=C(C(=C1)Cl)Cl)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Inactive,1,,,Low,<1,class = 1
2173,170464733,6540478,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,Inactive,1,,,Low,<1,class = 1
2174,170466902,72187553,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCCO6)C,Inactive,1,,,Low,<1,class = 1
2175,170466903,72187546,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC(=CC=C5)OC)C,Inactive,1,,,Low,<1,class = 1
2176,170466905,72187558,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC=CC=C5)C,Inactive,1,,,Low,<1,class = 1
2177,170466906,72187536,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=CC=CC=C6C=C5)C,Inactive,1,,,Low,<1,class = 1
2178,170466907,72187551,CC1=C(C=C(C=C1)CC(=O)NC2=NC(=C(S2)C)C3=CC4=C(C=C3)N(CC4)C(=O)C5=CC=CC=C5C)C,Inactive,1,,,Low,<1,class = 1
2179,170466908,72187550,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)C)C,Inactive,1,,,Low,<1,class = 1
2180,170466909,1450448,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)C5=CC6=C(C=C5)OCO6)C,Inactive,1,,,Low,<1,class = 1
2181,160844103,70701359,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC4=CC=CC=C4S3)[O-],Inactive,1,,,Low,<1,class = 1
2182,164755738,71771099,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,1,,,Low,<1,class = 1
2183,164755739,71771104,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCCC3)[O-])C,Inactive,1,,,Low,<1,class = 1
2184,164755740,71771061,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCCCC3)[O-])C,Inactive,1,,,Low,<1,class = 1
2185,164755741,71771059,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-])C,Inactive,1,,,Low,<1,class = 1
2186,164755742,71771109,CC1=CC(=C(N1)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-])C,Inactive,1,,,Low,<1,class = 1
2187,164755743,71771105,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,1,,,Low,<1,class = 1
2188,161004445,70789662,CCOC(=O)C1=CC2=C(C=C1)N(C(=C2C(=O)C)C)C3=CC=C(C=C3)OC,Inactive,1,,,Low,<1,class = 1
2189,363677342,24944925,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4,Inactive,1,,,Low,<1,class = 1
2190,170363364,72183108,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C6=CC=CC=C6,Inactive,1,,,Low,<1,class = 1
2191,161004701,70789726,CCOC1=C(C(=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,Inactive,1,,,Low,<1,class = 1
2192,161004688,70789744,CCOC1=C(C=C(C(=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,Inactive,1,,,Low,<1,class = 1
2193,170466910,24243268,C1=COC(=C1)C(=O)NC2=NC=C(S2)CC3=CC=C(C=C3)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
2194,170466911,72187561,C1=CC=C(C=C1)CC2=CN=C(S2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,1,,,Low,<1,class = 1
2195,160844104,70701357,C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C(=CC=C3)Cl)F)[O-],Inactive,1,,,Low,<1,class = 1
2196,160844105,70701379,COC1=CC=CC(=C1Cl)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC=CC=C3)[O-],Inactive,1,,,Low,<1,class = 1
2197,160844106,70701375,C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C(=CC=C3)C(F)(F)F)Cl)[O-],Inactive,1,,,Low,<1,class = 1
2198,170466912,72187562,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)NCC5,Inactive,1,,,Low,<1,class = 1
2199,170363365,72183104,C1=CC=C(C(=C1)C2=CC=C(O2)C(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)C(F)(F)F)[N+](=O)[O-],Inactive,1,,,Low,<1,class = 1
2200,170363366,72183102,C1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
2201,170363367,1298953,C1=CC(=CC(=C1)C(F)(F)F)CC2=CN=C(S2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,1,,,Low,<1,class = 1
2202,170363368,72183100,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C,Inactive,1,,,Low,<1,class = 1
2203,161004129,17361469,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)C(=O)NC4=NC=CS4,Inactive,1,,,Low,<1,class = 1
2204,161004130,70789387,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,1,,,Low,<1,class = 1
2205,170363369,72183107,C1=CC(=CC=C1CC2=CN=C(S2)NC(=O)C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])C(F)(F)F,Inactive,1,,,Low,<1,class = 1
2206,170363378,1383821,CC1=CC=C(C=C1)C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inactive,1,,,Low,<1,class = 1
2207,161004131,70789460,C1=CC=C(C=C1)C2=CSC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,1,,,Low,<1,class = 1
2208,161004132,70789524,C1=CC=C(C=C1)C2=CN=C(S2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,1,,,Low,<1,class = 1
2209,161004139,70789544,CCC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2210,161004141,70789367,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
2211,170363370,72183109,CC1=CC=CC=C1S(=O)(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inactive,1,,,Low,<1,class = 1
2212,170363371,1451106,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C6CCCCC6,Inactive,1,,,Low,<1,class = 1
2213,161004698,70789736,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=N4)C=CS3)OCC,Inactive,1,,,Low,<1,class = 1
2214,161004150,70789465,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl,Inactive,1,,,Low,<1,class = 1
2215,164755753,71771060,CC1=CC=CC=C1N[S+](=O)(C2=CC=CC(=C2)NC(=O)C3=C(C(=C(N3)C)C(=O)C)C)[O-],Inactive,1,,,Low,<1,class = 1
2216,164755754,71771095,CC1=C(C(=CC=C1)C)N[S+](=O)(C2=CC=CC(=C2)NC(=O)C3=C(C(=C(N3)C)C(=O)C)C)[O-],Inactive,1,,,Low,<1,class = 1
2217,164755755,71771091,CC1=C(N(C(=C1C(=O)C)C)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,1,,,Low,<1,class = 1
2218,164755756,71771103,CC1=C(N(C(=C1C(=O)C)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCCCC3)[O-],Inactive,1,,,Low,<1,class = 1
2219,160844110,70701384,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC(=C3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2220,170363372,72183101,C1=CC(=CN=C1)C2=CC=C(O2)C(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
2221,170466915,72187537,CC1=CC=CC=C1C(=O)N2C=CC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6)C,Inactive,1,,,Low,<1,class = 1
2222,170466916,72187530,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=CC(=CC=C4)NC(=O)CC5=CC6=C(C=C5)OCO6,Inactive,1,,,Low,<1,class = 1
2223,161004446,70789667,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=C(C=C3)[N+](=O)[O-])NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2224,161004447,70789660,CN1CCN(CC1)C2=NC=CC(=C2)C3=NC4=CC=CC=C4C(=N3)NC5=CC(=C(C=C5)F)F,Inactive,1,,,Low,<1,class = 1
2225,161004448,70789658,COC1=NC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F)F,Inactive,1,,,Low,<1,class = 1
2226,161004155,70789491,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4,Inactive,1,,,Low,<1,class = 1
2227,161004156,70789553,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CS4,Inactive,1,,,Low,<1,class = 1
2228,161004450,70789651,COC1=CC(=CC(=N1)OC)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2229,161004157,70789359,CC1=CC=C(C=C1)CNC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,1,,,Low,<1,class = 1
2230,161004451,70789664,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=NC=C3)C#N)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2231,161004452,70789672,COC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2232,161004453,70789661,C1=CC=C2C(=C1)C(=NC(=N2)C3=C(C=NC=C3)F)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2233,161004454,70789674,COC1=NC=CC(=C1Cl)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2234,161004455,70789652,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=NC=C3)C(F)(F)F)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2235,161004456,70789646,C1=CC=C2C(=C1)C(=NC(=N2)C3=C(C=NC=C3)Cl)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2236,161004457,70789675,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=NC=C3)F)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2237,161004458,70789683,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=NC=C3)N)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2238,161004461,70789648,CC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2239,161004462,70789691,C1CCN(CC1)C2=NC=CC(=C2)C3=NC4=CC=CC=C4C(=N3)NC5=CC(=C(C=C5)F)F,Inactive,1,,,Low,<1,class = 1
2240,161004463,70789700,CC1=CC(=CC(=N1)C)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2241,161004464,70789693,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2242,161004465,70789678,COC1=C(C=CN=C1OC)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2243,161004466,70789684,C1=CC=C2C(=C1)C(=NC(=N2)C3=C(C=NC=C3)C#N)NC4=CC(=C(C=C4)F)F,Inactive,1,,,Low,<1,class = 1
2244,161004164,70789498,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)Cl,Inactive,1,,,Low,<1,class = 1
2245,161004166,70789481,CC1=CC=C(C=C1)[S+](=O)(N2C=C(C3=CC=CC=C32)C4=CC=C(C=C4)C5=CC=CC=C5)[O-],Inactive,1,,,Low,<1,class = 1
2246,161004169,70789527,CC1=CC=C(C=C1)[S+](=O)(N2C=C(C3=CC=CC=C32)CC4=CC=C(C=C4)C5=CC=CC=C5)[O-],Inactive,1,,,Low,<1,class = 1
2247,161004170,70789452,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F,Inactive,1,,,Low,<1,class = 1
2248,161004171,70789522,C1=CC=C(C(=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)F)Cl,Inactive,1,,,Low,<1,class = 1
2249,161004706,70789738,CCOC1=C(C(=CC(=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,Inactive,1,,,Low,<1,class = 1
2250,161004467,70789644,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC=CC=C5F)F,Inactive,1,,,Low,<1,class = 1
2251,161004173,70789392,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,Inactive,1,,,Low,<1,class = 1
2252,161004699,70789747,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=N4)OCC,Inactive,1,,,Low,<1,class = 1
2253,161004700,70789735,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC(=C4)C)OCC,Inactive,1,,,Low,<1,class = 1
2254,161004702,70789740,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC(=C(C=C4)Cl)F)OCC,Inactive,1,,,Low,<1,class = 1
2255,164755758,71771062,COC1=C(C=C(C=C1)NC(=O)C2=CC=CN2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],Inactive,1,,,Low,<1,class = 1
2256,161004501,70789699,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,Inactive,1,,,Low,<1,class = 1
2257,161004469,70789665,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)C(=O)OC,Inactive,1,,,Low,<1,class = 1
2258,161004470,136259031,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)O)F,Inactive,1,,,Low,<1,class = 1
2259,161004471,32874585,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)NS(=O)(=O)C,Inactive,1,,,Low,<1,class = 1
2260,161004472,70789669,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C=C(C=C5)F)Cl)F,Inactive,1,,,Low,<1,class = 1
2261,161004473,70789668,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C=C(C=C5)F)F)F,Inactive,1,,,Low,<1,class = 1
2262,161004474,70789690,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)OC(F)(F)F)F,Inactive,1,,,Low,<1,class = 1
2263,161004475,70789695,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC=C(C=C5)F)F,Inactive,1,,,Low,<1,class = 1
2264,161004476,70789663,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC(=CC=C5)C(F)(F)F)F,Inactive,1,,,Low,<1,class = 1
2265,161004479,70789649,C1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,Inactive,1,,,Low,<1,class = 1
2266,161004480,70789692,CC1=C(C(=NO1)C)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,Inactive,1,,,Low,<1,class = 1
